UID,versionId,beginLifeSpanVersion,CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
414,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_04770,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
415,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15013,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
416,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15022,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
417,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15024,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
418,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15050,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
419,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15053,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
420,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15057,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
421,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15062,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
422,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15066,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
423,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_15069,,Natural,0,0.94,0.75,0.5,0.31,handnet sampling (IBGN),,We propose 16 (IBGN) as reference value and 12 for the G-M boundary after the study of historical data (samples collected during the years 1940'),A,
424,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_40000,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
425,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_40017,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
426,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_40246,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
427,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_40249,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
428,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_40256,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
429,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_40260,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
430,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50001,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
431,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50003,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
432,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50006,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
433,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50007,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
434,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50011,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
435,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50014,,Natural,0,0.94,0.75,0.5,0.31,handnet sampling (IBGN),,We propose 16 (IBGN) as reference value and 12 for the G-M boundary after the study of historical data (samples collected during the years 1940'),A,
436,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50017,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
437,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50035,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
438,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50037,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
439,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50042,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
440,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_50049,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,A,
441,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rg_151,,AWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
444,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rg_181,,AWB,0,,0.65,0.45,0.25,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
446,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rg_55,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
447,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rg_58,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
449,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rg_9,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
452,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rk_172,,AWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
454,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rk_7,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
455,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,Rzg_144,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
456,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BG,EEA_123-01-3,LW,L14,,Natural,1,0.76,0.5,0.24,0,,,,A,
457,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BG,EEA_123-01-3,LW,L4,,Natural,1,0.76,0.51,0.26,0,,,,A,
458,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BG,EEA_123-01-3,LW,L8,,Natural,0,0.6,0.34,0.12,0,,,,A,
459,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BG,EEA_123-01-3,LW,L9,,Natural,1,0.6,0.34,0.12,0,,,,A,
460,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BG,EEA_124-01-6,RW,R12,,Natural,1,0.85,0.64,0.43,0.22,,,,A,
481,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,118,,HMWB,1,,,,,,,,A,
482,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,122,,HMWB,1,,,,,,,,A,
483,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,126,,HMWB,1,,,,,,,,A,
484,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,127,,HMWB,1,,,,,,,,A,
485,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,203,,Natural,1,,,,,,,,A,
486,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,204,,Natural,1,,,,,,,,A,
487,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,209,,Natural,1,,,,,,,,A,
488,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,211,,Natural,1,,,,,,,,A,
489,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,215,,Natural,1,,,,,,,,A,
490,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,216,,Natural,1,,,,,,,,A,
491,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,217,,Natural,1,,,,,,,,A,
492,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,218,,Natural,1,,,,,,,,A,
493,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,219,,Natural,1,,,,,,,,A,
494,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,251,,HMWB,1,,,,,,,,A,
495,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,253,,Natural,1,,,,,,,,A,
496,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,269,,Natural,1,,,,,,,,A,
497,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,273,,Natural,1,,,,,,,,A,
498,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,274,,HMWB,1,,,,,,,,A,
499,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,278,,HMWB,1,,,,,,,,A,
500,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_11-01-8,LW,279,,Natural,1,,,,,,,,A,
501,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,110,,Natural,1,,,,,,,,A,
502,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,122,,Natural,1,,,,,,,,A,
503,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,123,,Natural,1,,,,,,,,A,
504,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,124,,Natural,1,,,,,,,,A,
505,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,130,,Natural,1,,,,,,,,A,
506,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,132,,Natural,1,,,,,,,,A,
507,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,133,,Natural,1,,,,,,,,A,
508,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,601,,HMWB,1,,,,,,,,A,
509,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,604,,HMWB,1,,,,,,,,A,
510,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,610,,HMWB,1,,,,,,,,A,
511,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,RW01,,Natural,1,,,,,,,,A,
512,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,RW08,,Natural,1,,,,,,,,A,
513,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,RW11,,Natural,1,,,,,,,,A,
514,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,RW12,,Natural,1,,,,,,,,A,
515,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_124-04-9,RW,RW24,,Natural,1,,,,,,,,A,
516,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_13-01-4,RW,121,,Natural,1,,,,,,,,A,
517,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_13-01-4,RW,125,,Natural,1,,,,,,,,A,
518,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_13-01-4,RW,128,,Natural,1,,,,,,,,A,
519,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_13-01-4,RW,130,,Natural,1,,,,,,,,A,
520,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,ES,EEA_13-01-4,RW,131,,Natural,1,,,,,,,,A,
521,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,FI,EEA_123-04-6,LW,Ph,,Natural,0,0.8,0.6,0.4,0.2,SFS-EN 14184. Water quality – Guidance standard for the surveying of aquatic macrophytes in running waters. CEN/TC 230/WG 2/TG 3/prEN 15460. Water quality – Guidance standard for the surveying of macr,,,A,
522,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,FI,EEA_123-04-6,LW,PoLa,,Natural,0,0.8,0.6,0.4,0.2,SFS-EN 14184. Water quality – Guidance standard for the surveying of aquatic macrophytes in running waters. CEN/TC 230/WG 2/TG 3/prEN 15460. Water quality – Guidance standard for the surveying of macr,,,A,
523,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,FI,EEA_123-04-6,LW,Rh,,Natural,0,0.8,0.6,0.4,0.2,SFS-EN 14184. Water quality – Guidance standard for the surveying of aquatic macrophytes in running waters. CEN/TC 230/WG 2/TG 3/prEN 15460. Water quality – Guidance standard for the surveying of macr,,,A,
524,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,FI,EEA_123-04-6,LW,Sh,,Natural,0,0.8,0.6,0.4,0.2,SFS-EN 14184. Water quality – Guidance standard for the surveying of aquatic macrophytes in running waters. CEN/TC 230/WG 2/TG 3/prEN 15460. Water quality – Guidance standard for the surveying of macr,,,A,
525,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,FI,EEA_123-04-6,LW,SVh,,Natural,0,0.8,0.6,0.4,0.2,SFS-EN 14184. Water quality – Guidance standard for the surveying of aquatic macrophytes in running waters. CEN/TC 230/WG 2/TG 3/prEN 15460. Water quality – Guidance standard for the surveying of macr,,,A,
526,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,FI,EEA_123-04-6,LW,Vh,,Natural,0,0.8,0.6,0.4,0.2,SFS-EN 14184. Water quality – Guidance standard for the surveying of aquatic macrophytes in running waters. CEN/TC 230/WG 2/TG 3/prEN 15460. Water quality – Guidance standard for the surveying of macr,,,A,
531,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,GB,EEA_124-04-9,RW,F10409,,Natural,1,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10409,A,
532,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,GB,EEA_124-04-9,RW,F10416,,Natural,1,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10416,A,
533,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,GB,EEA_124-04-9,RW,F10427,,HMWB,1,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10427,A,
